symbol	probe_id
NOLC1	211949_s_at
UBR4	211950_at
NOLC1	211951_at
IPO5	211952_at
EIF1	211956_s_at
IGFBP5	211958_at
RAB7A	211960_s_at
ZFP36L1	211962_s_at
ARPC5	211963_s_at
COL4A2	211964_at
ZFP36L1	211965_at
COL4A2	211966_at
TMEM123	211967_at
HSP90AA1	211968_s_at
ACTG1	211970_x_at
LRPPRC	211971_s_at
RPLP0	211972_x_at
RBPJ	211974_x_at
ARFGAP2	211975_at
GPR107	211977_at
PPIA	211978_x_at
GPR107	211979_at
COL4A1	211980_at
XPO6	211982_x_at
ACTG1	211983_x_at
CALM1	211984_at
AHNAK	211986_at
TOP2B	211987_at
SMARCE1	211988_at
HLA-DPA1	211990_at
WNK1	211992_at
ACTG1	211995_x_at
H3F3B	211997_x_at
SUGP2	212000_at
SZRD1	212002_at
UBXN4	212006_at
STIP1	212009_s_at
CDV3	212010_s_at
PXDN	212012_at
CD44	212014_x_at
PTBP1	212015_x_at
FAM168B	212017_at
RSL1D1	212018_s_at
MKI67	212020_s_at
FLII	212024_x_at
EXOC7	212026_s_at
RBM25	212027_at
PTOV1	212029_s_at
RBM25	212030_at
PTOV1	212032_s_at
RBM25	212033_at
EXOC7	212034_s_at
PNN	212036_s_at
VDAC1	212038_s_at
RPL3	212039_x_at
TGOLN2	212040_at
ATP6V0D1	212041_at
RPL7	212042_x_at
TGOLN2	212043_at
RPL27A	212044_s_at
GLG1	212045_at
MAPK3	212046_x_at
RNF167	212047_s_at
YARS	212048_s_at
WIPF2	212049_at
TBC1D9B	212052_s_at
PDXDC1	212053_at
TBC1D9B	212054_x_at
TPGS2	212055_at
KIAA0182	212056_at
U2SURP	212058_at
TRPC4AP	212059_s_at
U2SURP	212060_at
ATP9A	212062_at
CD44	212063_at
MAZ	212064_x_at
USP34	212065_s_at
C1R	212067_s_at
PRRC2B	212068_s_at
GPR56	212070_at
SPTBN1	212071_s_at
CSNK2A1	212072_s_at
SUN1	212074_at
CSNK2A1	212075_s_at
MLL	212076_at
CALD1	212077_at
MLL	212078_s_at
PRRC2A	212081_x_at
MYL6	212082_s_at
TEX261	212083_at
SLC25A6	212085_at
LMNA	212086_x_at
ERAL1	212087_s_at
PMPCA	212088_at
LMNA	212089_at
GRINA	212090_at
COL6A1	212091_s_at
PEG10	212092_at
MTUS1	212093_s_at
PEG10	212094_at
MTUS1	212095_s_at
CAV1	212097_at
MGAT5	212098_at
RHOB	212099_at
POLDIP3	212100_s_at
KPNA6	212101_at
RBFOX2	212104_s_at
DHX9	212105_s_at
FAF2	212106_at
DHX9	212107_s_at
FAF2	212108_at
HN1L	212109_at
SLC39A14	212110_at
STX12	212111_at
ATXN7L3B	212113_at
HN1L	212115_at
TRIM27	212116_at
RHOQ	212117_at
TRIM27	212118_at
RHOQ	212119_at
TCTN3	212121_at
RHOQ	212122_at
TCTN3	212123_at
ZMIZ1	212124_at
RANGAP1	212125_at
CBX5	212126_at
RANGAP1	212127_at
DAG1	212128_s_at
NIPA2	212129_at
EIF1	212130_x_at
LSM14A	212131_at
PHLDB1	212134_at
ATP2B4	212135_s_at
LARP1	212137_at
PDS5A	212138_at
GCN1L1	212139_at
PDS5A	212140_at
MCM4	212141_at
IGFBP3	212143_s_at
SUN2	212144_at
MRPS27	212145_at
PLEKHM2	212146_at
SMG5	212147_at
PBX1	212148_at
EFR3A	212149_at
PBX1	212151_at
ARID1A	212152_x_at
POGZ	212153_at
SDC2	212154_at
RNF187	212155_at
VPS39	212156_at
SDC2	212157_at
AP2A2	212159_x_at
XPOT	212160_at
AP2A2	212161_at
KIDINS220	212162_at
TMEM183A	212164_at
XPO7	212166_at
SMARCB1	212167_s_at
RBM12	212168_at
FKBP9	212169_at
RBM12	212170_at
VEGFA	212171_x_at
AK2	212172_at
PNISR	212176_at
CRKL	212180_at
NUDT4	212183_at
TAB2	212184_s_at
MT2A	212185_x_at
ACACA	212186_at
PTGDS	212187_x_at
KCTD12	212188_at
COG4	212189_s_at
SERPINE2	212190_at
RPL13	212191_x_at
KCTD12	212192_at
LARP1	212193_s_at
TM9SF4	212194_s_at
IL6ST	212195_at
MPRIP	212197_x_at
TM9SF4	212198_s_at
MRFAP1L1	212199_at
ANKLE2	212200_at
TMEM87A	212202_s_at
IFITM3	212203_x_at
TMEM87A	212204_at
H2AFV	212205_at
MED13L	212207_at
INTS1	212210_at
ANKRD17	212211_at
INTS1	212212_s_at
OPA1	212213_x_at
PREPL	212215_at
FASN	212218_s_at
PSME4	212219_at
IDS	212221_x_at
PSME4	212222_at
IDS	212223_at
ALDH1A1	212224_at
EIF1	212225_at
PPAP2B	212226_s_at
EIF1	212227_x_at
COQ9	212228_s_at
FBXO21	212229_s_at
PPAP2B	212230_at
FBXO21	212231_at
FNBP4	212232_at
MAP1B	212233_at
ASXL1	212234_at
PLXND1	212235_at
KRT17	212236_x_at
ASXL1	212237_at
PIK3R1	212239_at
TUBA4A	212242_at
MCFD2	212245_at
NUP205	212247_at
MTDH	212248_at
PIK3R1	212249_at
MTDH	212250_at
CAMKK2	212252_at
DST	212253_x_at
ATP2C1	212255_s_at
GALNT10	212256_at
SMARCA2	212257_s_at
PBXIP1	212259_s_at
GIGYF2	212260_at
QKI	212262_at
WAPAL	212264_s_at
QKI	212265_at
SRSF5	212266_s_at
WAPAL	212267_at
SERPINB1	212268_at
MCM3AP	212269_s_at
RPL17	212270_x_at
MAPK1	212271_at
LPIN1	212272_at
GNAS	212273_x_at
LPIN1	212274_at
SRCAP	212275_s_at
LPIN1	212276_at
MTMR4	212277_at
UBE3A	212278_x_at
TMEM97	212279_at
ATG4B	212280_x_at
TMEM97	212281_s_at
AGRN	212283_at
TPT1	212284_x_at
AGRN	212285_s_at
ANKRD12	212286_at
SUZ12	212287_at
FNBP1	212288_at
ANKRD12	212289_at
SLC7A1	212290_at
HIPK1	212291_at
SLC7A1	212292_at
HIPK1	212293_at
GNG12	212294_at
SLC7A1	212295_s_at
PSMD14	212296_at
ATP13A3	212297_at
NRP1	212298_at
NEK9	212299_at
TXLNA	212300_at
RTF1	212301_at
KHSRP	212303_x_at
MIA3	212305_s_at
CLASP2	212306_at
OGT	212307_s_at
CLASP2	212308_at
MIA3	212310_at
SEL1L3	212311_at
BCL2L1	212312_at
CHMP7	212313_at
SEL1L3	212314_at
NUP210	212315_s_at
TNPO3	212317_at
SGSM2	212319_at
TUBB	212320_at
SGPL1	212321_at
VPS13D	212323_s_at
LIMCH1	212325_at
VPS13D	212326_at
LIMCH1	212327_at
SCAP	212329_at
TFDP1	212330_at
RBL2	212331_at
FAM98A	212333_at
GNS	212334_at
EPB41L1	212336_at
TUG1	212337_at
MYO1D	212338_at
EPB41L1	212339_at
YIPF6	212340_at
SULF1	212344_at
CREB3L2	212345_s_at
MXD4	212346_s_at
KDM1A	212348_s_at
POFUT1	212349_at
TBC1D1	212350_at
EIF2B5	212351_at
TMED10	212352_s_at
SULF1	212353_at
KHNYN	212355_at
FAM168A	212357_at
CLIP3	212358_at
KIAA0913	212359_s_at
AMPD2	212360_at
ATP2A2	212361_s_at
ACTG1	212363_x_at
MYO1B	212364_at
ZNF292	212366_at
FEM1B	212367_at
ZNF292	212368_at
ZNF384	212369_at
DESI2	212371_at
MYH10	212372_at
FEM1B	212373_at
EP400	212375_at
NOTCH2	212377_s_at
GART	212378_at
FTSJD2	212380_at
USP24	212381_at
TCF4	212382_at
ATP6V0A1	212383_at
TCF4	212385_at
USP24	212388_at
SBF1	212389_at
PDE4DIP	212390_at
RPS3A	212391_x_at
PDE4DIP	212392_s_at
SBF1	212393_at
EMC1	212394_at
RDX	212397_at
VGLL4	212399_s_at
FAM102A	212400_at
ZC3H13	212402_at
UBE3B	212403_at
METTL13	212405_s_at
PCMTD2	212406_s_at
METTL13	212407_at
TOR1AIP1	212408_at
EFHA1	212410_at
IMP4	212411_at
PDLIM5	212412_at
SEPT6	212413_at
SCAMP1	212416_at
ELF1	212418_at
ZCCHC24	212419_at
ELF1	212420_at
KIAA0930	212421_at
PDCD11	212422_at
ZCCHC24	212423_at
PDCD11	212424_at
SCAMP1	212425_at
YWHAQ	212426_s_at
KIAA0368	212427_at
GTF3C2	212429_s_at
RBM38	212430_at
HMGXB3	212431_at
GRPEL1	212432_at
RPS2	212433_x_at
GRPEL1	212434_at
TRIM33	212435_at
CENPB	212437_at
SNRNP27	212438_at
IP6K1	212439_at
SNRNP27	212440_at
KIAA0232	212441_at
CERS6	212442_s_at
NBEAL2	212443_at
NEDD4L	212445_s_at
CERS6	212446_s_at
KBTBD2	212447_at
NEDD4L	212448_at
LYPLA1	212449_s_at
SECISBP2L	212450_at
KAT6B	212452_x_at
KIAA1279	212453_at
HNRPDL	212454_x_at
YTHDC1	212455_at
KIAA0664	212456_at
TFE3	212457_at
SPRED2	212458_at
SUCLG2	212459_x_at
SPTSSA	212460_at
AZIN1	212461_at
KAT6B	212462_at
CD59	212463_at
FN1	212464_s_at
SETD3	212465_at
SPRED2	212466_at
DNAJC13	212467_at
SPAG9	212468_at
NIPBL	212469_at
SPAG9	212470_at
AVL9	212471_at
MICAL2	212472_at
AVL9	212474_at
ACAP2	212476_at
RMND5A	212478_at
SPECC1L	212480_at
TPM4	212481_s_at
RMND5A	212482_at
NIPBL	212483_at
FAM89B	212484_at
GPATCH8	212485_at
FYN	212486_s_at
GPATCH8	212487_at
COL5A1	212488_at
DNAJC8	212490_at
KDM4B	212492_s_at
SETD2	212493_s_at
TENC1	212494_at
KDM4B	212495_at
MAPK1IP1L	212497_at
MARCH6	212498_at
ADO	212500_at
CEBPB	212501_at
ADO	212502_at
DIP2C	212503_s_at
MAU2	212505_s_at
PICALM	212506_at
TMEM131	212507_at
MOAP1	212508_at
MXRA7	212509_s_at
GPD1L	212510_at
PICALM	212511_at
USP33	212513_s_at
DDX3X	212514_x_at
ARAP1	212516_at
ATRN	212517_at
PIP5K1C	212518_at
UBE2E1	212519_at
SMARCA4	212520_s_at
PDE8A	212521_s_at
KIAA0146	212523_s_at
H2AFX	212524_x_at
SPG20	212526_at
DESI1	212527_at
LSM12	212529_at
NEK7	212530_at
LCN2	212531_at
LSM12	212532_s_at
WEE1	212533_at
ZNF24	212534_at
ATP11B	212536_at
RPL17	212537_x_at
DOCK9	212538_at
CHD1L	212539_at
CDC34	212540_at
FLAD1	212541_at
PHIP	212542_s_at
AIM1	212543_at
ZNHIT3	212544_at
ZHX3	212545_s_at
FRYL	212546_s_at
BRD3	212547_at
FRYL	212548_s_at
STAT5B	212549_at
CAP2	212551_at
HPCAL1	212552_at
RPRD2	212553_at
CAP2	212554_at
PRKAR1B	212555_at
SCRIB	212556_at
ZNF451	212557_at
SPRY1	212558_at
PRKAR1B	212559_at
SORL1	212560_at
DENND5A	212561_at
CTSZ	212562_s_at
BOP1	212563_at
KCTD2	212564_at
STK38L	212565_at
MAP4	212566_at
DLAT	212568_s_at
SMCHD1	212569_at
ENDOD1	212570_at
CHD8	212571_at
STK38L	212572_at
ENDOD1	212573_at
C19orf6	212574_x_at
MGRN1	212576_at
SMCHD1	212577_at
GAPDH	212581_x_at
OSBPL8	212582_at
AQR	212583_at
OSBPL8	212585_at
CAST	212586_at
PTPRC	212587_s_at
RRAS2	212589_at
IGJ	212592_at
PDCD4	212593_s_at
DAZAP2	212595_s_at
HMGXB4	212596_s_at
WDFY3	212598_at
AUTS2	212599_at
UQCRC2	212600_s_at
ZZEF1	212601_at
WDFY3	212602_at
MRPS31	212603_at
WDFY3	212606_at
AKT3	212607_at
PTPN11	212610_at
DTX4	212611_at
RCOR1	212612_at
BTN3A2	212613_at
ARID5B	212614_at
CHD9	212615_at
ZNF609	212617_at
TMEM194A	212619_at
ZNF609	212620_at
TMEM194A	212621_at
TMEM41B	212622_at
CHN1	212624_s_at
STX10	212625_at
HNRNPC	212626_x_at
EXOSC7	212627_s_at
PKN2	212628_at
EXOC3	212630_at
STX7	212631_at
UFL1	212633_at
TNPO1	212635_at
QKI	212636_at
WWP1	212637_s_at
TUBA1B	212639_x_at
PTPLB	212640_at
HIVEP2	212641_at
MAPK1IP1L	212643_at
BRE	212645_x_at
RFTN1	212646_at
RRAS	212647_at
DHX29	212648_at
EHBP1	212650_at
RHOBTB1	212651_at
SNX4	212652_s_at
EHBP1	212653_s_at
TPM2	212654_at
ZCCHC14	212655_at
TSFM	212656_at
IL1RN	212657_s_at
LHFPL2	212658_at
IL1RN	212659_s_at
PHF15	212660_at
PPIA	212661_x_at
PVR	212662_at
FKBP15	212663_at
TUBB4A	212664_at
TIPARP	212665_at
SMURF1	212666_at
SPARC	212667_at
SMURF1	212668_at
CAMK2G	212669_at
ELN	212670_at
ATM	212672_at
METAP1	212673_at
DHX30	212674_s_at
CEP68	212675_s_at
NF1	212676_at
CEP68	212677_s_at
NF1	212678_at
TBL2	212679_at
PPP1R14B	212680_x_at
EPB41L3	212681_at
LMF2	212682_s_at
SLC25A44	212683_at
ZNF3	212684_at
TBL2	212685_s_at
PPM1H	212686_at
LIMS1	212687_at
PIK3CB	212688_at
KDM3A	212689_s_at
DDHD2	212690_at
NUP188	212691_at
LRBA	212692_s_at
MDN1	212693_at
PCCB	212694_s_at
CRY2	212695_at
RNF4	212696_s_at
FAM134C	212697_at
SEPT10	212698_s_at
SCAMP5	212699_at
TLN2	212701_at
BICD2	212702_s_at
TLN2	212703_at
ZCCHC11	212704_at
PNPLA2	212705_x_at
RASA4	212706_at
MSL1	212708_at
NUP160	212709_at
CAMSAP1	212710_at
MFAP4	212713_at
LARP4	212714_at
MICAL3	212715_s_at
EIF3K	212716_s_at
PLEKHM1	212717_at
PAPOLA	212718_at
PHLPP1	212719_at
PAPOLA	212720_at
SREK1	212721_at
JMJD6	212722_s_at
RND3	212724_at
TUG1	212725_s_at
PHF2	212726_at
DLG3	212727_at
SYNM	212730_at
ANKRD46	212731_at
MEG3	212732_at
KIAA0226	212733_at
RPL13	212734_x_at
KIAA0226	212735_at
C16orf45	212736_at
GM2A	212737_at
ARHGAP19	212738_at
NME4	212739_s_at
PIK3R4	212740_at
MAOA	212741_at
RNF115	212742_at
RCHY1	212743_at
BBS4	212744_at
CEP170	212746_s_at
ANKS1A	212747_at
MKL1	212748_at
RCHY1	212749_s_at
PPP1R16B	212750_at
UBE2N	212751_at
CLASP1	212752_at
PCGF3	212753_at
MON2	212754_s_at
UBR2	212756_s_at
CAMK2G	212757_s_at
ZEB1	212758_s_at
TCF7L2	212759_s_at
UBR2	212760_at
TCF7L2	212761_at
CAMSAP2	212763_at
ZEB1	212764_at
CAMSAP2	212765_at
ISG20L2	212766_s_at
MTG1	212767_at
OLFM4	212768_s_at
TLE3	212769_at
FAM171A1	212771_at
ABCA2	212772_s_at
TOMM20	212773_s_at
ZNF238	212774_at
OBSL1	212775_at
SOS1	212777_at
PACS2	212778_at
KIAA1109	212779_at
SOS1	212780_at
RBBP6	212781_at
POLR2J	212782_x_at
RBBP6	212783_at
CIC	212784_at
LARP7	212785_s_at
CLEC16A	212786_at
YLPM1	212787_at
FTL	212788_x_at
NCAPD3	212789_at
RPL13A	212790_x_at
C1orf216	212791_at
DPY19L1	212792_at
DAAM2	212793_at
KIAA1033	212794_s_at
TBC1D2B	212796_s_at
SORT1	212797_at
ANKMY2	212798_s_at
STX6	212799_at
CIT	212801_at
GAPVD1	212802_s_at
NAB2	212803_at
GAPVD1	212804_s_at
PRUNE2	212805_at
SORT1	212807_s_at
NFATC2IP	212808_at
SLC1A4	212810_s_at
SERINC5	212812_at
JAM3	212813_at
AHCYL2	212814_at
ASCC3	212815_at
CBS	212816_s_at
DNAJB5	212817_at
ASB1	212818_s_at
DMXL2	212820_at
HEG1	212822_at
PLEKHG3	212823_s_at
FUBP3	212824_at
PAXIP1	212825_at
SLC25A6	212826_s_at
IGHM	212827_at
SYNJ2	212828_at
PIP4K2A	212829_at
MEGF9	212830_at
CKAP5	212832_s_at
SLC25A46	212833_at
DDX52	212834_at
FAM175B	212835_at
POLD3	212836_at
FAM175B	212837_at
DNMBP	212838_at
TROVE2	212839_s_at
UBXN7	212840_at
PPFIBP2	212841_s_at
NCAM1	212843_at
RRP1B	212844_at
SAMD4A	212845_at
RRP1B	212846_at
FUBP1	212847_at
C9orf3	212848_s_at
AXIN1	212849_at
LRP4	212850_s_at
DCUN1D4	212851_at
TROVE2	212852_s_at
DCUN1D4	212853_at
GRAMD4	212856_at
SUB1	212857_x_at
PAQR4	212858_at
MT1E	212859_x_at
ZDHHC18	212860_at
MFSD5	212861_at
CDS2	212862_at
CTBP1	212863_x_at
CDS2	212864_at
COL14A1	212865_s_at
R3HCC1	212866_at
NCOA2	212867_at
TPT1	212869_x_at
SOS2	212870_at
MAPKAPK5	212871_at
MED20	212872_s_at
HMHA1	212873_at
APOE	212874_at
C2CD2	212875_s_at
B4GALT4	212876_at
KLC1	212877_at
PIAS4	212879_x_at
WDR7	212880_at
PIAS4	212881_at
KLHL18	212882_at
APOE	212883_at
MPHOSPH10	212885_at
CCDC69	212886_at
SEC23A	212887_at
DICER1	212888_at
GADD45GIP1	212889_x_at
SLC38A10	212890_at
GADD45GIP1	212891_s_at
ZNF282	212892_at
ZZZ3	212893_at
SUPV3L1	212894_at
ABR	212895_s_at
SKIV2L2	212896_at
CDK19	212897_at
TTI1	212898_at
CDK19	212899_at
SEC24A	212900_at
CSTF2T	212901_s_at
SEC24A	212902_at
LRRC47	212904_at
CSTF2T	212905_at
GRAMD1B	212906_at
SLC30A1	212907_at
DNAJC16	212908_at
LYPD1	212909_at
THAP11	212910_at
DNAJC16	212911_at
RPS6KA2	212912_at
CBX7	212914_at
PDZRN3	212915_at
PHF8	212916_at
RECQL	212917_x_at
DCP2	212919_at
REST	212920_at
SMYD2	212921_at
PXDC1	212923_s_at
LSM4	212924_s_at
C19orf21	212925_at
SMC5	212926_at
TSPYL4	212928_at
ATP2B1	212930_at
TCF20	212931_at
RAB3GAP1	212932_at
RPL13	212933_x_at
UBXN2B	212934_at
MCF2L	212935_at
FAM172A	212936_at
COL6A1	212937_s_at
KIAA1199	212942_s_at
KIAA0528	212943_at
SLC5A3	212944_at
MGA	212945_s_at
VWA8	212946_at
SLC9A8	212947_at
CAMTA2	212948_at
NCAPH	212949_at
GPR116	212950_at
CALR	212952_at
DYRK4	212954_at
POLR2I	212955_s_at
TBC1D9	212956_at
LOC92249	212957_s_at
PAM	212958_x_at
GNPTAB	212959_s_at
TBC1D9	212960_at
CXorf40B	212961_x_at
SYDE1	212962_at
TM2D1	212963_at
HIC2	212964_at
NAP1L1	212967_x_at
RFNG	212968_at
EML3	212969_x_at
APBB2	212970_at
CARS	212971_at
APBB2	212972_x_at
RPIA	212973_at
DENND3	212974_at
LRRC8B	212976_at
CXCR7	212977_at
LRRC8B	212978_at
FAM115A	212979_s_at
USP34	212980_at
FAM115A	212981_s_at
ZDHHC17	212982_at
HRAS	212983_at
ATF2	212984_at
APBB2	212985_at
TLK2	212986_s_at
FBXO9	212987_at
ACTG1	212988_x_at
SGMS1	212989_at
SYNJ1	212990_at
FBXO9	212991_at
AHNAK2	212992_at
NACC2	212993_at
THOC2	212994_at
MZT2B	212995_x_at
URB1	212996_s_at
TLK2	212997_s_at
HLA-DQB1	212998_x_at
MORC3	213000_at
ANGPTL2	213001_at
MARCKS	213002_at
ANGPTL2	213004_at
KANK1	213005_s_at
CEBPD	213006_at
FANCI	213007_at
TRIM37	213009_s_at
PRKCDBP	213010_at
TPI1	213011_s_at
NEDD4	213012_at
MAPK8IP1	213014_at
BBX	213015_at
ABHD3	213017_at
GATAD1	213018_at
RANBP6	213019_at
GOSR1	213020_at
UTRN	213022_s_at
TMF1	213024_at
THUMPD1	213025_at
ATG12	213026_at
TROVE2	213027_at
NFRKB	213028_at
NFIB	213029_at
PLXNA2	213030_s_at
WDR73	213031_s_at
NFIB	213032_at
SIK3	213034_at
ANKRD28	213035_at
ATP2A3	213036_x_at
STAU1	213037_x_at
RNF19B	213038_at
ARHGEF18	213039_at
NPTXR	213040_s_at
ATP5D	213041_s_at
ATP2A3	213042_s_at
MED24	213043_s_at
ROCK1	213044_at
MAST3	213045_at
PABPN1	213046_at
SET	213047_x_at
RALGAPA1	213049_at
COBL	213050_at
ZC3HAV1	213051_at
PRKAR2A	213052_at
HAUS5	213053_at
CD47	213055_at
FRMD4B	213056_at
ATPAF2	213057_at
TTC28	213058_at
CREB3L1	213059_at
CHI3L2	213060_s_at
NTAN1	213061_s_at
ZC3H14	213064_at
ZFC3H1	213065_at
RUSC2	213066_at
MYH10	213067_at
DPT	213068_at
HEG1	213069_at
PIK3C2A	213070_at
DPT	213071_at
CYHR1	213072_at
ZFYVE26	213073_at
PHIP	213074_at
OLFML2A	213075_at
ITPKC	213076_at
YTHDC2	213077_at
LPCAT4	213078_x_at
TSR2	213079_at
RPL5	213080_x_at
ZBTB22	213081_at
SLC35D2	213082_s_at
RPL23A	213084_x_at
WWC1	213085_s_at
CSNK1A1	213086_s_at
EEF1D	213087_s_at
DNAJC9	213088_s_at
TAF4	213090_s_at
CRTC1	213091_at
DNAJC9	213092_x_at
PRKCA	213093_at
GPR126	213094_at
AIF1	213095_x_at
TMCC2	213096_at
DNAJC2	213097_s_at
RQCD1	213098_at
ANGEL1	213099_at
UNC5B	213100_at
ACTR3	213101_s_at
STARD13	213103_at
TSR3	213104_at
ATP8A1	213106_at
TNIK	213107_at
CAMK2A	213108_at
TNIK	213109_at
COL4A5	213110_s_at
PIKFYVE	213111_at
SQSTM1	213112_s_at
SLC43A3	213113_s_at
RER1	213114_at
ATG4A	213115_at
NEK3	213116_at
KLHL9	213117_at
UHRF1BP1L	213118_at
SLC36A1	213119_at
UHRF1BP1L	213120_at
SNRNP70	213121_at
TSPYL5	213122_at
MFAP3	213123_at
ZNF473	213124_at
OLFML2B	213125_at
MED8	213126_at
UBE3A	213128_s_at
ZNF473	213130_at
OLFM1	213131_at
MCAT	213132_s_at
BTG3	213134_x_at
TIAM1	213135_at
PTPN2	213136_at
ARID5A	213138_at
SNAI2	213139_at
SS18L1	213140_s_at
PSKH1	213141_at
PION	213142_x_at
C2orf72	213143_at
GOSR2	213144_at
FBXL14	213145_at
KDM6B	213146_at
HOXA10	213147_at
C2orf72	213148_at
DLAT	213149_at
HOXA10	213150_at
SEPT7	213151_s_at
SRSF8	213152_s_at
SETD1B	213153_at
BICD2	213154_s_at
WSCD1	213155_at
PCNX	213159_at
DOCK2	213160_at
DYNC1LI2	213162_at
SLC5A3	213164_at
CEP350	213165_at
MZT2A	213166_x_at
SP3	213168_at
SEMA5A	213169_at
GPX7	213170_at
MMP24	213171_s_at
TTC9	213172_at
PCNX	213173_at
TTC9	213174_at
SNRPB	213175_s_at
LTBP4	213176_s_at
MAPK8IP3	213177_at
RQCD1	213179_at
GOSR2	213180_s_at
MOCS1	213181_s_at
CDKN1C	213182_x_at
SENP5	213184_at
KIAA0556	213185_at
DZIP3	213186_at
FTL	213187_x_at
MINA	213188_s_at
COG7	213190_at
TICAM1	213191_at
THAP3	213192_at
TRBC1	213193_x_at
ROBO1	213194_at
C17orf108	213195_at
ZNF629	213196_at
ASTN1	213197_at
ACVR1B	213198_at
C2CD3	213199_at
SYP	213200_at
TNNT1	213201_s_at
SETD1A	213202_at
SNAPC5	213203_at
CUL9	213204_at
RAD54L2	213205_s_at
GOSR2	213206_at
KIAA0240	213208_at
TAF6L	213209_at
DIDO1	213213_at
ACTG1	213214_x_at
AP3S2	213215_at
OTUD3	213216_at
ADCY2	213217_at
ZNF187	213218_at
ADCY2	213219_at
BBIP1	213220_at
SIK2	213221_s_at
PLCB1	213222_at
RPL28	213223_at
BBIP1	213224_s_at
PPM1B	213225_at
CCNA2	213226_at
PGRMC2	213227_at
PDE8B	213228_at
DICER1	213229_at
CDR2L	213230_at
DMWD	213231_at
KIAA1467	213232_at
KLHL9	213233_s_at
KIAA1467	213234_at
C16orf88	213235_at
SASH1	213236_at
C16orf88	213237_at
ATP10D	213238_at
PIBF1	213239_at
KRT4	213240_s_at
PLXNC1	213241_at
KIAA0284	213242_x_at
VPS13B	213243_at
SCAMP4	213244_at
ADCY1	213245_at
TMEM251	213246_at
SVEP1	213247_at
LOC730101	213248_at
FBXL7	213249_at
CCDC85B	213250_at
SMARCA5	213251_at
SH3PXD2A	213252_at
SMC2	213253_at
TNRC6B	213254_at
MARCH3	213256_at
TFPI	213258_at
FOXC1	213260_at
TRANK1	213261_at
SACS	213262_at
PCBP2	213263_s_at
TUBGCP4	213266_at
DOPEY1	213267_at
CAMTA1	213268_at
ZNF248	213269_at
MPP2	213270_at
DOPEY1	213271_s_at
TMEM159	213272_s_at
ODZ4	213273_at
CTSB	213274_s_at
CAMK2B	213276_at
ZFP36L1	213277_at
MTMR9	213278_at
DHRS1	213279_at
RAP1GAP2	213280_at
JUN	213281_at
APOOL	213282_at
SALL2	213283_s_at
ZFP36L1	213284_at
TMEM30B	213285_at
ZFR	213286_at
KRT10	213287_s_at
MBOAT2	213288_at
APOOL	213289_at
COL6A2	213290_at
UBE3A	213291_s_at
SNX13	213292_s_at
TRIM22	213293_s_at
EIF2AK2	213294_at
CYLD	213295_at
RER1	213296_at
NFIC	213298_at
ZBTB7A	213299_at
ATG2A	213300_at
TRIM24	213301_x_at
PFAS	213302_at
ZBTB7A	213303_x_at
FAM179B	213304_at
PPP2R5C	213305_s_at
MPDZ	213306_at
SHANK2	213307_at
PLCL2	213309_at
EIF2C2	213310_at
TCF25	213311_s_at
C6orf162	213312_at
RABGAP1	213313_at
C6orf162	213314_at
CXorf40A	213315_x_at
KIAA1462	213316_at
CLIC5	213317_at
BAG6	213318_s_at
CSDA	213319_s_at
PRMT3	213320_at
BCKDHB	213321_at
C6orf130	213322_at
ZC3H7B	213323_s_at
SRC	213324_at
PVRL3	213325_at
VAMP1	213326_at
USP12	213327_s_at
NEK1	213328_at
SRGAP2	213329_at
STIP1	213330_s_at
NEK1	213331_s_at
PAPPA2	213332_at
MDH2	213333_at
HAUS7	213334_x_at
ST3GAL6	213335_s_at
BAZ1B	213336_at
SOCS1	213337_s_at
TMEM158	213338_at
TP73-AS1	213339_at
FEM1C	213341_at
YAP1	213342_at
GDPD5	213343_s_at
H2AFX	213344_s_at
NFATC4	213345_at
TEX30	213346_at
RPS4X	213347_x_at
CDKN1C	213348_at
TMCC1	213349_at
RPS11	213350_at
TMCC1	213351_s_at
ABCA5	213353_at
NR2F6	213354_s_at
ST3GAL6	213355_at
GTF2H5	213357_at
SOGA2	213358_at
HNRNPD	213359_at
TDRD7	213361_at
PTPRD	213362_at
CA5BP1	213363_at
SNX1	213364_s_at
ERI2	213365_at
ATP5C1	213366_x_at
LOC155060	213367_at
PPFIA3	213368_x_at
CDHR1	213369_at
SFMBT1	213370_s_at
LDB3	213371_at
PAQR3	213372_at
CASP8	213373_s_at
HIBCH	213374_x_at
N4BP2L1	213375_s_at
ZBTB1	213376_at
RPS12	213377_x_at
COQ2	213379_at
MST1P9	213380_x_at
VSTM4	213381_at
SBF1	213383_at
PLCB3	213384_x_at
CHN2	213385_at
TMEM246	213386_at
ATAD2B	213387_at
PDE4DIP	213388_at
ZNF592	213389_at
ZC3H4	213390_at
DPY19L4	213391_at
IQCK	213392_at
MFSD9	213393_at
MAPKBP1	213394_at
MLC1	213395_at
AKAP10	213396_s_at
SDR39U1	213398_s_at
RPN2	213399_x_at
TBL1X	213400_s_at
ZNF787	213402_at
RHEB	213404_s_at
RAB22A	213405_at
WSB1	213406_at
PHLPP2	213407_at
RHEB	213409_s_at
C10orf137	213410_at
ADAM22	213411_at
TJP3	213412_at
STON1	213413_at
RPS19	213414_s_at
CLIC2	213415_at
TBX2	213417_at
HSPA6	213418_at
APBB2	213419_at
DHX57	213420_at
PRSS3	213421_x_at
